ncm,ncm_dot,descrição,categorias/0,categorias/1,categorias/2
04022110,0402.21.10,leite integral,0402,04022,040221
04022120,0402.21.20,leite parcialmente desnatado,0402,04022,040221
04022130,0402.21.30,creme de leite,0402,04022,040221
04022910,0402.29.10,leite integral,0402,04022,040229
04022920,0402.29.20,leite parcialmente desnatado,0402,04022,040229
04022930,0402.29.30,creme de leite,0402,04022,040229
04029100,0402.91.00,sem adição de açúcar ou de outros edulcorantes,0402,04029,040291
04029900,0402.99.00,outros,0402,04029,040299
04031000,0403.10.00,iogurte,0403,04031,040310
04039000,0403.90.00,outros,0403,04039,040390
04041000,0404.10.00,soro de leite,0404,04041,040410
04049000,0404.90.00,outros,0404,04049,040490
04051000,0405.10.00,manteiga,0405,04051,040510
04052000,0405.20.00,pasta de espalhar (barrar) de produtos provenientes do leite,0405,04052,040520
04059010,0405.90.10,óleo butírico de manteiga (butter oil),0405,04059,040590
04059090,0405.90.90,outras,0405,04059,040590
04061010,0406.10.10,mussarela,0406,04061,040610
04061090,0406.10.90,outros,0406,04061,040610
04062000,0406.20.00,queijos ralados ou em pó,0406,04062,040620
04063000,0406.30.00,queijos fundidos,0406,04063,040630
04064000,0406.40.00,queijos de pasta mofada (azul*) e outros queijos que apresentem veios obtidos utilizando penicillium roqueforti,0406,04064,040640
04069010,0406.90.10,com um teor de umidade inferior a 36,0406,04069,040690
04069020,0406.90.20,com um teor de umidade igual ou superior a 36,0406,04069,040690
04069030,0406.90.30,com um teor de umidade igual ou superior a 46,0406,04069,040690
04069090,0406.90.90,outros,0406,04069,040690
04071100,0407.11.00,de aves da espécie gallus domesticus,0407,04071,040711
04071900,0407.19.00,outros,0407,04071,040719
04072100,0407.21.00,de aves da espécie gallus domesticus,0407,04072,040721
04072900,0407.29.00,outros,0407,04072,040729
04079000,0407.90.00,outros,0407,04079,040790
04081100,0408.11.00,secas,0408,04081,040811
04081900,0408.19.00,outras,0408,04081,040819
04089100,0408.91.00,secos,0408,04089,040891
04089900,0408.99.00,outros,0408,04089,040899
04090000,0409.00.00,mel natural.,0409,04090,040900
04100000,0410.00.00,produtos comestíveis de origem animal,0410,04100,041000
05010000,0501.00.00,cabelo em bruto,0501,05010,050100
05021011,0502.10.11,lavadas,0502,05021,050210
05021019,0502.10.19,outras,0502,05021,050210
05021090,0502.10.90,outros,0502,05021,050210
05029010,0502.90.10,pelos,0502,05029,050290
05029020,0502.90.20,desperdícios,0502,05029,050290
05040011,0504.00.11,de bovinos,0504,05040,050400
05040012,0504.00.12,de ovinos,0504,05040,050400
05040013,0504.00.13,de suínos,0504,05040,050400
05040019,0504.00.19,outras,0504,05040,050400
05040090,0504.00.90,outros,0504,05040,050400
05051000,0505.10.00,penas do tipo utilizado para enchimento ou estofamento; penugem,0505,05051,050510
05059000,0505.90.00,outros,0505,05059,050590
05061000,0506.10.00,osseína e ossos acidulados,0506,05061,050610
05069000,0506.90.00,outros,0506,05069,050690
05071000,0507.10.00,marfim; pó e desperdícios de marfim,0507,05071,050710
05079000,0507.90.00,outros,0507,05079,050790
05080000,0508.00.00,coral e matérias semelhantes,0508,05080,050800
05100010,0510.00.10,pâncreas de bovino,0510,05100,051000
05100090,0510.00.90,outros,0510,05100,051000
05111000,0511.10.00,sêmen de bovino,0511,05111,051110
05119110,0511.91.10,ovas de peixe fecundadas,0511,05119,051191
05119190,0511.91.90,outros,0511,05119,051191
05119910,0511.99.10,embriões de animais,0511,05119,051199
05119920,0511.99.20,sêmen animal,0511,05119,051199
05119930,0511.99.30,ovos de bichodaseda,0511,05119,051199
05119991,0511.99.91,crinas e seus desperdícios,0511,05119,051199
05119999,0511.99.99,outros,0511,05119,051199
06011000,0601.10.00,bulbos,0601,06011,060110
06012000,0601.20.00,bulbos,0601,06012,060120
06021000,0602.10.00,estacas não enraizadas e enxertos,0602,06021,060210
06022000,0602.20.00,árvores,0602,06022,060220
06023000,0602.30.00,rododendros e azaléias,0602,06023,060230
06024000,0602.40.00,roseiras,0602,06024,060240
06029010,0602.90.10,micélios de cogumelos,0602,06029,060290
06029021,0602.90.21,de orquídea,0602,06029,060290
06029029,0602.90.29,outras,0602,06029,060290
06029081,0602.90.81,de canadeaçúcar,0602,06029,060290
06029082,0602.90.82,de videira,0602,06029,060290
06029083,0602.90.83,de café,0602,06029,060290
06029089,0602.90.89,outras,0602,06029,060290
06029090,0602.90.90,outras,0602,06029,060290
06031100,0603.11.00,rosas,0603,06031,060311
06031200,0603.12.00,cravos,0603,06031,060312
06031300,0603.13.00,orquídeas,0603,06031,060313
06031400,0603.14.00,crisântemos,0603,06031,060314
06031500,0603.15.00,lírios (lilium spp.),0603,06031,060315
06031900,0603.19.00,outros,0603,06031,060319
06039000,0603.90.00,outros,0603,06039,060390
06042000,0604.20.00,frescos,0604,06042,060420
06049000,0604.90.00,outros,0604,06049,060490
07011000,0701.10.00,batatasemente,0701,07011,070110
07019000,0701.90.00,outras,0701,07019,070190
07020000,0702.00.00,tomates,0702,07020,070200
07031011,0703.10.11,para semeadura,0703,07031,070310
07031019,0703.10.19,outras,0703,07031,070310
07031021,0703.10.21,para semeadura,0703,07031,070310
07031029,0703.10.29,outras,0703,07031,070310
07032010,0703.20.10,para semeadura,0703,07032,070320
07032090,0703.20.90,outros,0703,07032,070320
07039010,0703.90.10,para semeadura,0703,07039,070390
07039090,0703.90.90,outros,0703,07039,070390
07041000,0704.10.00,couveflor e brócolis,0704,07041,070410
07042000,0704.20.00,couvedebruxelas,0704,07042,070420
07049000,0704.90.00,outros,0704,07049,070490
07051100,0705.11.00,repolhuda,0705,07051,070511
07051900,0705.19.00,outra,0705,07051,070519
07052100,0705.21.00,endívia (cichorium intybus var. foliosum),0705,07052,070521
07052900,0705.29.00,outras,0705,07052,070529
07061000,0706.10.00,cenouras e nabos,0706,07061,070610
07069000,0706.90.00,outros,0706,07069,070690
07070000,0707.00.00,pepinos e pepininhos (cornichons),0707,07070,070700
07081000,0708.10.00,ervilhas (pisum sativum),0708,07081,070810
07082000,0708.20.00,feijões (vigna spp.,0708,07082,070820
07089000,0708.90.00,outros legumes de vagem,0708,07089,070890
07092000,0709.20.00,aspargos,0709,07092,070920
07093000,0709.30.00,berinjelas,0709,07093,070930
07094000,0709.40.00,aipo,0709,07094,070940
07095100,0709.51.00,cogumelos do gênero agaricus,0709,07095,070951
07095900,0709.59.00,outros,0709,07095,070959
07096000,0709.60.00,pimentões e pimentas (pimentos*) do gênero capsicum ou do gênero pimenta,0709,07096,070960
07097000,0709.70.00,espinafres,0709,07097,070970
07099100,0709.91.00,alcachofras,0709,07099,070991
07099200,0709.92.00,azeitonas,0709,07099,070992
07099300,0709.93.00,abóboras,0709,07099,070993
07099911,0709.99.11,para semeadura,0709,07099,070999
07099919,0709.99.19,outros,0709,07099,070999
07099990,0709.99.90,outros,0709,07099,070999
07101000,0710.10.00,batatas,0710,07101,071010
07102100,0710.21.00,ervilhas (pisum sativum),0710,07102,071021
07102200,0710.22.00,feijões (vigna spp.,0710,07102,071022
07102900,0710.29.00,outros,0710,07102,071029
07103000,0710.30.00,espinafres,0710,07103,071030
07104000,0710.40.00,milho doce,0710,07104,071040
07108000,0710.80.00,outros produtos hortícolas,0710,07108,071080
07109000,0710.90.00,misturas de produtos hortícolas,0710,07109,071090
07112010,0711.20.10,com água salgada,0711,07112,071120
07112020,0711.20.20,com água sulfurada ou adicionada de outras substâncias,0711,07112,071120
07112090,0711.20.90,outras,0711,07112,071120
07114000,0711.40.00,pepinos e pepininhos (cornichons),0711,07114,071140
07115100,0711.51.00,cogumelos do gênero agaricus,0711,07115,071151
07115900,0711.59.00,outros,0711,07115,071159
07119000,0711.90.00,outros produtos hortícolas; misturas de produtos hortícolas,0711,07119,071190
07122000,0712.20.00,cebolas,0712,07122,071220
07123100,0712.31.00,cogumelos do gênero agaricus,0712,07123,071231
07123200,0712.32.00,orelhasdejudas (auricularia spp.),0712,07123,071232
07123300,0712.33.00,tremelas (tremella spp.),0712,07123,071233
07123900,0712.39.00,outros,0712,07123,071239
07129010,0712.90.10,alho em pó,0712,07129,071290
07129090,0712.90.90,outros,0712,07129,071290
07131010,0713.10.10,para semeadura,0713,07131,071310
07131090,0713.10.90,outras,0713,07131,071310
07132010,0713.20.10,para semeadura,0713,07132,071320
07132090,0713.20.90,outros,0713,07132,071320
07133110,0713.31.10,para semeadura,0713,07133,071331
07133190,0713.31.90,outros,0713,07133,071331
07133210,0713.32.10,para semeadura,0713,07133,071332
07133290,0713.32.90,outros,0713,07133,071332
07133311,0713.33.11,para semeadura,0713,07133,071333
07133319,0713.33.19,outros,0713,07133,071333
07133321,0713.33.21,para semeadura,0713,07133,071333
07133329,0713.33.29,outros,0713,07133,071333
07133391,0713.33.91,para semeadura,0713,07133,071333
07133399,0713.33.99,outros,0713,07133,071333
07133410,0713.34.10,para semeadura,0713,07133,071334
07133490,0713.34.90,outros,0713,07133,071334
07133510,0713.35.10,para semeadura,0713,07133,071335
07133590,0713.35.90,outros,0713,07133,071335
07133910,0713.39.10,para semeadura,0713,07133,071339
07133990,0713.39.90,outros,0713,07133,071339
07134010,0713.40.10,para semeadura,0713,07134,071340
07134090,0713.40.90,outras,0713,07134,071340
07135010,0713.50.10,para semeadura,0713,07135,071350
07135090,0713.50.90,outras,0713,07135,071350
07136010,0713.60.10,para semeadura,0713,07136,071360
07136090,0713.60.90,outros,0713,07136,071360
07139010,0713.90.10,para semeadura,0713,07139,071390
07139090,0713.90.90,outros,0713,07139,071390
07141000,0714.10.00,raízes de mandioca,0714,07141,071410
07142000,0714.20.00,batatasdoces,0714,07142,071420
07143000,0714.30.00,inhames (dioscorea spp.),0714,07143,071430
07144000,0714.40.00,taros (inhamesbrancos) (colocasia spp.),0714,07144,071440
07145000,0714.50.00,mangaritos (orelhasdeelefante*) (xanthosoma spp.),0714,07145,071450
07149000,0714.90.00,outros,0714,07149,071490
08011100,0801.11.00,dessecados,0801,08011,080111
08011200,0801.12.00,na casca interna (endocarpo),0801,08011,080112
08011900,0801.19.00,outros,0801,08011,080119
08012100,0801.21.00,com casca,0801,08012,080121
08012200,0801.22.00,sem casca,0801,08012,080122
08013100,0801.31.00,com casca,0801,08013,080131
08013200,0801.32.00,sem casca,0801,08013,080132
08021100,0802.11.00,com casca,0802,08021,080211
08021200,0802.12.00,sem casca,0802,08021,080212
08022100,0802.21.00,com casca,0802,08022,080221
08022200,0802.22.00,sem casca,0802,08022,080222
08023100,0802.31.00,com casca,0802,08023,080231
08023200,0802.32.00,sem casca,0802,08023,080232
08024100,0802.41.00,com casca,0802,08024,080241
08024200,0802.42.00,sem casca,0802,08024,080242
08025100,0802.51.00,com casca,0802,08025,080251
08025200,0802.52.00,sem casca,0802,08025,080252
08026100,0802.61.00,com casca,0802,08026,080261
08026200,0802.62.00,sem casca,0802,08026,080262
08027000,0802.70.00,nozesdecola (cola spp.),0802,08027,080270
08028000,0802.80.00,nozesdeareca (nozes de bétele),0802,08028,080280
08029000,0802.90.00,outra,0802,08029,080290
08031000,0803.10.00,bananasdaterra (bananaspão*) (plátanos*),0803,08031,080310
08039000,0803.90.00,outras,0803,08039,080390
08041010,0804.10.10,frescas,0804,08041,080410
08041020,0804.10.20,secas,0804,08041,080410
08042010,0804.20.10,frescos,0804,08042,080420
08042020,0804.20.20,secos,0804,08042,080420
08043000,0804.30.00,abacaxis (ananases),0804,08043,080430
08044000,0804.40.00,abacates,0804,08044,080440
08045010,0804.50.10,goiabas,0804,08045,080450
08045020,0804.50.20,mangas,0804,08045,080450
08045030,0804.50.30,mangostões,0804,08045,080450
08051000,0805.10.00,laranjas,0805,08051,080510
08052100,0805.21.00,mandarinas (incluindo as tangerinas e as satsumas),0805,08052,080521
08052200,0805.22.00,clementinas,0805,08052,080522
08052900,0805.29.00,outros,0805,08052,080529
08054000,0805.40.00,toranjas e pomelos,0805,08054,080540
08055000,0805.50.00,limões (citrus limon,0805,08055,080550
08059000,0805.90.00,outros,0805,08059,080590
08061000,0806.10.00,frescas,0806,08061,080610
08062000,0806.20.00,secas (passas),0806,08062,080620
08071100,0807.11.00,melancias,0807,08071,080711
08071900,0807.19.00,outros,0807,08071,080719
08072000,0807.20.00,mamões (papaias),0807,08072,080720
08081000,0808.10.00,maçãs,0808,08081,080810
08083000,0808.30.00,peras,0808,08083,080830
08084000,0808.40.00,marmelos,0808,08084,080840
08091000,0809.10.00,damascos,0809,08091,080910
08092100,0809.21.00,ginjas (prunus cerasus),0809,08092,080921
08092900,0809.29.00,outras,0809,08092,080929
08093010,0809.30.10,pêssegos,0809,08093,080930
08093020,0809.30.20,nectarinas,0809,08093,080930
08094000,0809.40.00,ameixas e abrunhos,0809,08094,080940
08101000,0810.10.00,morangos,0810,08101,081010
08102000,0810.20.00,framboesas,0810,08102,081020
08103000,0810.30.00,groselhas,0810,08103,081030
08104000,0810.40.00,airelas,0810,08104,081040
08105000,0810.50.00,kiwis (quivis),0810,08105,081050
08106000,0810.60.00,duriões (duriangos),0810,08106,081060
08107000,0810.70.00,caquis (dióspiros),0810,08107,081070
08109000,0810.90.00,outra,0810,08109,081090
08111000,0811.10.00,morangos,0811,08111,081110
08112000,0811.20.00,framboesas,0811,08112,081120
08119000,0811.90.00,outra,0811,08119,081190
08121000,0812.10.00,cerejas,0812,08121,081210
08129000,0812.90.00,outra,0812,08129,081290
08131000,0813.10.00,damascos,0813,08131,081310
08132010,0813.20.10,com caroço,0813,08132,081320
08132020,0813.20.20,sem caroço,0813,08132,081320
08133000,0813.30.00,maçãs,0813,08133,081330
08134010,0813.40.10,pêras,0813,08134,081340
08134090,0813.40.90,outra,0813,08134,081340
08135000,0813.50.00,misturas de fruta seca ou de fruta de casca rija,0813,08135,081350
08140000,0814.00.00,cascas de citros (citrinos*),0814,08140,081400
09011110,0901.11.10,em grão,0901,09011,090111
09011190,0901.11.90,outros,0901,09011,090111
09011200,0901.12.00,descafeinado,0901,09011,090112
09012100,0901.21.00,não descafeinado,0901,09012,090121
09012200,0901.22.00,descafeinado,0901,09012,090122
09019000,0901.90.00,outros,0901,09019,090190
09021000,0902.10.00,chá verde (não fermentado) em embalagens imediatas de conteúdo não superior a 3 kg,0902,09021,090210
09022000,0902.20.00,chá verde (não fermentado) apresentado de qualquer outra forma,0902,09022,090220
09023000,0902.30.00,chá preto (fermentado) e chá parcialmente fermentado,0902,09023,090230
09024000,0902.40.00,chá preto (fermentado) e chá parcialmente fermentado,0902,09024,090240
09030010,0903.00.10,simplesmente cancheado,0903,09030,090300
09030090,0903.00.90,outros,0903,09030,090300
09041100,0904.11.00,não triturada nem em pó,0904,09041,090411
09041200,0904.12.00,triturada ou em pó,0904,09041,090412
09042100,0904.21.00,secos,0904,09042,090421
09042200,0904.22.00,triturados ou em pó,0904,09042,090422
09051000,0905.10.00,não triturada nem em pó,0905,09051,090510
09052000,0905.20.00,triturada ou em pó,0905,09052,090520
09061100,0906.11.00,canela (cinnamomum zeylanicum blume),0906,09061,090611
09061900,0906.19.00,outras,0906,09061,090619
09062000,0906.20.00,trituradas ou em pó,0906,09062,090620
09071000,0907.10.00,não triturado nem em pó,0907,09071,090710
09072000,0907.20.00,triturado ou em pó,0907,09072,090720
09081100,0908.11.00,não triturada nem em pó,0908,09081,090811
09081200,0908.12.00,triturada ou em pó,0908,09081,090812
09082100,0908.21.00,não triturado nem em pó,0908,09082,090821
09082200,0908.22.00,triturado ou em pó,0908,09082,090822
09083100,0908.31.00,não triturados nem em pó,0908,09083,090831
09083200,0908.32.00,triturados ou em pó,0908,09083,090832
09092100,0909.21.00,não trituradas nem em pó,0909,09092,090921
09092200,0909.22.00,trituradas ou em pó,0909,09092,090922
09093100,0909.31.00,não trituradas nem em pó,0909,09093,090931
09093200,0909.32.00,trituradas ou em pó,0909,09093,090932
09096110,0909.61.10,de anis (ervadoce),0909,09096,090961
09096120,0909.61.20,de badiana (anisestrelado),0909,09096,090961
09096190,0909.61.90,outras,0909,09096,090961
09096210,0909.62.10,de anis (ervadoce),0909,09096,090962
09096220,0909.62.20,de badiana (anisestrelado),0909,09096,090962
09096290,0909.62.90,outras,0909,09096,090962
09101100,0910.11.00,não triturado nem em pó,0910,09101,091011
09101200,0910.12.00,triturado ou em pó,0910,09101,091012
09102000,0910.20.00,açafrão,0910,09102,091020
09103000,0910.30.00,cúrcuma,0910,09103,091030
09109100,0910.91.00,misturas mencionadas na nota 1 b) do presente capítulo,0910,09109,091091
09109900,0910.99.00,outras,0910,09109,091099
10011100,1001.11.00,para semeadura (sementeira*),1001,10011,100111
10011900,1001.19.00,outros,1001,10011,100119
10019100,1001.91.00,para semeadura (sementeira*),1001,10019,100191
